"","순번","시도본부","소방서","119안전센터명","주소","전화번호","lat","long"
"429",429,"경기재난본부","화성소방서","정남","경기도 화성시 정남면 정남동로 514 (고지리)","031-8012-6522","37.165199","127.002161"
"430",430,"경기재난본부","화성소방서","동탄","경기도 화성시 동탄반석로 188 (반송동)","031-8012-6532","37.205462","127.07209"
"431",431,"경기재난본부","화성소방서","태안","경기도 화성시 병점중앙로 148 (진안동)","031-8012-6542","37.211179","127.038997"
"432",432,"경기재난본부","화성소방서","남양","경기도 화성시 남양시장로 48 (남양동)","031-8012-6552","37.208722","126.81467"
"433",433,"경기재난본부","화성소방서","봉담","경기도 화성시 봉담읍 샘마을1길 9 (상리)","031-8012-6560","37.219349","126.949928"
"434",434,"경기재난본부","화성소방서","장안","경기도 화성시 장안면 3.1만세로 119 (어은리)","031-351-2119","37.086348","126.826113"
"435",435,"경기재난본부","화성소방서","목동","경기 화성시 동탄신리천로 359","031-231-0993","37.183801","127.118222"
"436",436,"경기재난본부","이천소방서","관고","경기도 이천시 경충대로 2739 (관고동)","031-645-5501","37.281698","127.431926"
"437",437,"경기재난본부","이천소방서","대월","경기도 이천시 경충대로 1973 (사동리)","031-645-5511","37.2433","127.497058"
"438",438,"경기재난본부","이천소방서","장호원","경기도 이천시 장호원읍 서동대로 8829번길 71 (장호원리)","031-645-5521","37.117077","127.614732"
"439",439,"경기재난본부","김포소방서","중앙","경기도 김포시 감암로 111 (걸포동)","031-980-4501","37.641566","126.708536"
"440",440,"경기재난본부","김포소방서","양촌","경기도 김포시 양촌읍 양곡1로 85 (양곡리)","031-980-4511","37.658111","126.622328"
"441",441,"경기재난본부","김포소방서","통진","경기도 김포시 통진읍 김포대로 2250 (마송리)","031-980-4521","37.690661","126.596329"
"442",442,"경기재난본부","김포소방서","고촌","경기도 김포시 고촌읍 은행영사정로 31 (신곡리)","031-980-4531","37.602298","126.773791"
"443",443,"경기재난본부","김포소방서","하성","경기도 김포시 하성면 하성로 404 (마곡리)","031-980-4541","37.711277","126.637666"
"444",444,"경기재난본부","김포소방서","대곶","경기도 김포시 대곶면 수남로 104","031-980-4561","37.633475","126.582482"
"445",445,"경기재난본부","김포소방서","마산","경기도 김포시 김포한강8로 196","031-980-4571","37.63966","126.644319"
"446",446,"경기재난본부","광주소방서","초월","경기도 광주시 초월읍 무들로 112 (대쌍령리)","031-799-2500","37.385588","127.299508"
"447",447,"경기재난본부","광주소방서","경안","경기도 광주시 수하길 36 (송정동)","031-799-2510","37.414802","127.2644"
"448",448,"경기재난본부","광주소방서","오포","경기도 광주시 오포읍 오포로 910-5 (고산리)","031-799-2521","37.371416","127.233557"
"449",449,"경기재난본부","광주소방서","곤지암","경기도 광주시 곤지암읍 도척로 163 (곤지암리)","031-799-2530","37.337729","127.336812"
"450",450,"경기재난본부","광주소방서","능평","경기도 광주시 오포읍 대명대길 30 (능평리)","031-799-2540","37.357227","127.16876"
"451",451,"경기재난본부","안성소방서","도기","경기도 안성시 미양로 855 (도기동)","031-678-4501","37.000465","127.256031"
"452",452,"경기재난본부","안성소방서","미양","경기도 안성시 미양면 제2공단3길 8 (계륵리)","031-677-7119","36.977551","127.260519"
"453",453,"경기재난본부","안성소방서","죽산","경기도 안성시 죽산면 장원공단길 38 (장원리)","031-678-4520","37.068058","127.423953"
"454",454,"경기재난본부","안성소방서","공도","경기도 안성시 공도읍 공도로 111 (만정리)","031-618-8119","37.00082","127.173113"
"455",455,"경기재난본부","하남소방서","신장","경기도 하남시 대청로 76 (신장동)","031-799-4502","37.539901","127.220423"
"456",456,"경기재난본부","하남소방서","감북","경기도 하남시 감북로 91 (광암동)","031-799-4511","37.515968","127.167536"
"457",457,"경기재난본부","하남소방서","덕풍","경기도 하남시 덕풍서로 60 (덕풍동)","031-799-4532","37.552269","127.204485"
"458",458,"경기재난본부","의왕소방서","고천","경기도 의왕시 오봉로 9 (고천동)","031-596-0502","37.344199","126.974761"
"459",459,"경기재난본부","의왕소방서","백운","경기도 의왕시 안양판교로 187 (청계동)","031-596-0531","37.390479","126.992611"
"460",460,"경기재난본부","의왕소방서","오전","경기도 의왕시 경수대로 344 (오전동)","031-596-0510","37.356322","126.968569"
"461",461,"경기재난본부","오산소방서","청학","경기도 오산시 청학로 55-6 (청학동)","031-8059-7500","37.154707","127.063908"
"462",462,"경기재난본부","오산소방서","원동","경기도 오산시 경기대로 99 (원동)","031-8059-7510","37.133625","127.072258"
"463",463,"경기재난본부","여주소방서","여주","경기도 여주시 우암로 110 (월송동)","031-887-8501","37.291668","127.625804"
"464",464,"경기재난본부","여주소방서","가남","경기도 여주시 가남면 일신로 32 (태평리)","031-887-8511","37.213434","127.543507"
"465",465,"경기재난본부","여주소방서","북내","경기도 여주시 북내면 도예로 440 (당우리)","031-887-8521","37.324716","127.677887"
"466",466,"경기재난본부","양평소방서","공흥","경기도 양평군 양평읍 경강로 2047 (공흥리)","031-770-0507","37.500338","127.507339"
"467",467,"경기재난본부","양평소방서","강상","경기도 양평군 강상면 송학길 54 (송학리)","031-770-0521","37.480345","127.478214"
"468",468,"경기재난본부","양평소방서","용문","경기도 양평군 용문면 연수로 64 (다문리)","031-770-0531","37.493034","127.590604"
"469",469,"경기재난본부","과천소방서","중앙","경기도 과천시 통영로 12 (중앙동)","02-331-4500","37.428564","126.990524"
"470",470,"경기재난본부","과천소방서","과천","경기도 과천시 궁말로 30 (주암동)","02-331-4510","37.442299","127.008885"
"471",471,"경기북부소방재난본부","고양소방서","원당","경기도 고양시 덕양구 고양대로 1342","031-931-0502","37.655089","126.833203"
"472",472,"경기북부소방재난본부","고양소방서","능곡","경기도 고양시 덕양구 토당로 48","031-931-0512","37.620274","126.820728"
"473",473,"경기북부소방재난본부","고양소방서","신도","경기도 고양시 덕양구 삼송로136번길 80-6","031-931-0522","37.652379","126.893313"
"474",474,"경기북부소방재난본부","고양소방서","행신","경기도 고양시 덕양구 소원로181번길 52","031-931-0532","37.615183","126.843414"
"475",475,"경기북부소방재난본부","고양소방서","화전","경기도 고양시 덕양구 중앙로 78","031-931-0542","37.5965","126.877093"
"476",476,"경기북부소방재난본부","일산소방서","장항","경기도 고양시 일산동구 중앙로 1325","031-930-0501","37.663282","126.769627"
"477",477,"경기북부소방재난본부","일산소방서","백석","경기도 고양시 일산동구 장백로 78","031-930-0511","37.644213","126.785014"
"478",478,"경기북부소방재난본부","일산소방서","주엽","경기도 고양시 일산서구 주화로 82","031-930-0521","37.670225","126.759101"
"479",479,"경기북부소방재난본부","일산소방서","중산","경기도 고양시 일산동구 중산로 218","031-930-0541","37.691391","126.780508"
"480",480,"경기북부소방재난본부","일산소방서","고봉","경기도 고양시 일산동구 성현로 429","031-930-0551","37.699361","126.83067"
"481",481,"경기북부소방재난본부","일산소방서","대화","고양시 중앙로 1630","031-930-0572","37.678997","126.741967"
"482",482,"경기북부소방재난본부","의정부소방서","중앙","경기도 의정부시 의정로 48","031-849-7500","37.73694","127.035535"
"483",483,"경기북부소방재난본부","의정부소방서","금오","경기도 의정부시 호국로 1434-14","031-849-7510","37.749376","127.061276"
"484",484,"경기북부소방재난본부","의정부소방서","호원","경기도 의정부시 평화로 322번길 7","031-849-7520","37.720799","127.048184"
"485",485,"경기북부소방재난본부","의정부소방서","송산","경기도 의정부시 충의로 90","031-849-7530","37.739608","127.086652"
"486",486,"경기북부소방재난본부","남양주소방서","평내","경기도 남양주시 평내로 25","031-590-0503","37.643321","127.23224"
"487",487,"경기북부소방재난본부","남양주소방서","진접","경기도 남양주시 진접읍 금강로 1509-25","031-590-0522","37.725564","127.189732"
"488",488,"경기북부소방재난본부","남양주소방서","진건","경기도 남양주시 진건읍 진건오남로 112-21","031-590-0552","37.660148","127.180252"
"489",489,"경기북부소방재난본부","남양주소방서","화도","경기도 남양주시 화도읍 수레로 1260번길 25","031-590-0542","37.650092","127.304805"
"490",490,"경기북부소방재난본부","남양주소방서","와부","경기도 남양주시 와부읍 덕소로 97번길 34-2","031-590-0532","37.585791","127.216205"
"491",491,"경기북부소방재난본부","남양주소방서","별내","경기도 남양주시 송산로 41","031-590-0562","37.645936","127.129831"
"492",492,"경기북부소방재난본부","남양주소방서","오남","경기도 남양주시 오남읍 진건오남로 772","031-590-0592","37.696842","127.20576"
"493",493,"경기북부소방재난본부","남양주소방서","가운","경기도 남양주시 가운로 16","031-590-0572","37.604864","127.158396"
"494",494,"경기북부소방재난본부","파주소방서","통일","파주시 파주읍 통일로 1564","031-956-9501","37.847927","126.790009"
"495",495,"경기북부소방재난본부","파주소방서","금촌","경기도 파주시 가나무로 136","031-956-9511","37.753868","126.780434"
"496",496,"경기북부소방재난본부","파주소방서","법원","경기도 파주시 법원읍 화합로 141","031-956-9521","37.8468","126.882419"
"497",497,"경기북부소방재난본부","파주소방서","광탄","경기도 파주시 광탄면 혜음로 1040","031-956-9531","37.775779","126.851304"
"498",498,"경기북부소방재난본부","파주소방서","탄현","경기도 파주시 탄현면 필승로 458","031-956-9541","37.78141","126.687323"
"499",499,"경기북부소방재난본부","파주소방서","월롱","경기도 파주시 월롱면 엘씨디로 310","031-956-9551","37.815224","126.752577"
"500",500,"경기북부소방재난본부","파주소방서","교하","경기도 파주시 청석로 301","031-956-9561","37.729017","126.717243"
"501",501,"경기북부소방재난본부","파주소방서","적성","경기도 파주시 적성면 감악산로 1220","031-956-9571","37.95554","126.928375"
"502",502,"경기북부소방재난본부","파주소방서","운정","경기도 파주시 야당동 1003-2","031-956-9581","37.7117853","126.7498326"
"503",503,"경기북부소방재난본부","구리소방서","교문","경기도 구리시 아차산로 487번길 46, 교문119안전센터","031-570-6501","37.59829","127.127833"
"504",504,"경기북부소방재난본부","구리소방서","인창","경기도 구리시 건원대로 34번길 28, 인창119안전센터","031-570-6512","37.604192","127.141921"
"505",505,"경기북부소방재난본부","포천소방서","군내","경기도 포천시 군내면 호국로 1538","031-538-5500~7","37.891577","127.203"
"506",506,"경기북부소방재난본부","포천소방서","소흘","경기도 포천시 소흘읍 송우로 182(송우리 576-1)","031-538-5511-4","37.836095","127.13174"
"507",507,"경기북부소방재난본부","포천소방서","영북","경기도 포천시 영북면 영북로 144","031-538-5520~4","38.08712","127.275439"
"508",508,"경기북부소방재난본부","포천소방서","일동","경기도 포천시 일동면 영일로 978","031-538-5530~4","37.948049","127.309969"
"509",509,"경기북부소방재난본부","포천소방서","가산","경기도 포천시 포천로 890","031- 538-5540~4","37.848496","127.194492"
"510",510,"경기북부소방재난본부","포천소방서","내촌","경기도 포천시 내촌면 내촌로 120","031-538-5550~4","37.790432","127.230477"
"511",511,"경기북부소방재난본부","포천소방서","영중","경기도 포천시 영중면 양문로 66","031-538-5560~7","37.998516","127.242748"
"512",512,"경기북부소방재난본부","양주소방서","백석","양주시 백석읍 꿈나무로 156","031-849-8507","37.795871","126.989398"
"513",513,"경기북부소방재난본부","양주소방서","회천","양주시 화합로 1272","031-849-8512","37.846168","127.055589"
"514",514,"경기북부소방재난본부","양주소방서","광적","양주시 광적면 광적로 55","031-849-8522","37.823459","126.981568"
"515",515,"경기북부소방재난본부","양주소방서","고읍","양주시 고덕로 266","031-849-8532","37.801913","127.069888"
"516",516,"경기북부소방재난본부","양주소방서","남면","양주시 남면 삼육사로 247","031-849-8542","37.901739","126.986465"
"517",517,"경기북부소방재난본부","양주소방서","장흥","양주시 장흥면 일영로 794","031-849-8551","37.712045","126.936247"
"518",518,"경기북부소방재난본부","동두천소방서","불현","경기도 동두천시 지행로 6(지행동)","031-830-5501","37.891794","127.048028"
"519",519,"경기북부소방재난본부","동두천소방서","소요","경기도 동두천시 평화로 2910번길 65(상봉암동)","031-830-5511","37.946402","127.065131"
"520",520,"경기북부소방재난본부","가평소방서","가평","가평군 가평읍 가화로 36","031-580-0507","37.823263","127.516447"
"521",521,"경기북부소방재난본부","가평소방서","조종면","가평군 조종면 현창로 14","031-580-0522","37.816163","127.349805"
"522",522,"경기북부소방재난본부","연천소방서","은대","경기도 연천군 전곡읍 평화로 892","031-830-0502","38.048326","127.068375"
"523",523,"경기북부소방재난본부","연천소방서","전곡","경기도 연천군 전곡읍 전곡로 27","031-830-0521","38.015997","127.071923"
"524",524,"경기북부소방재난본부","연천소방서","연천","경기도 연천군 연천읍 차현로 92","031-830-0531","38.099626","127.076837"
"525",525,"강원소방본부","춘천소방서","현장대응과(후평)","강원도 춘천시 후석로 446","033-241-0119","37.889381","127.743321"
"526",526,"강원소방본부","춘천소방서","소양","강원도 춘천시 금강로 15","033-248-9531","37.882152","127.724443"
"527",527,"강원소방본부","춘천소방서","춘천_효자","강원도 춘천시 효명길 8","033-248-9541","37.871025","127.726384"
"528",528,"강원소방본부","춘천소방서","석사","강원도 춘천시 동내면 고은길9","033-248-9551","37.846197","127.771148"
"529",529,"강원소방본부","춘천소방서","강촌","강원도 춘천시 남산면 소주고개로 680","033-248-9561","37.7851","127.647823"
"530",530,"강원소방본부","춘천소방서","신북","강원도 춘천시 신북읍 신북로 35","033-248-9461","37.928458","127.751267"
"531",531,"강원소방본부","춘천소방서","화천","강원 화천군 화천읍 강변로 155","033-248-9571","38.111279","127.707492"
"532",532,"강원소방본부","춘천소방서","사내","강원도 화천군 사내면 문화마을 1길 6","033-248-9581","38.068058","127.524956"
"533",533,"강원소방본부","춘천소방서","양구","강원도 양구군 비봉로 73번길 12","033-248-9591","38.108748","127.986405"
"534",534,"강원소방본부","원주소방서","현장대응과(명륜)","강원도 원주시 남원로 487","033-762-0119","37.328229","127.944076"
"535",535,"강원소방본부","원주소방서","원주_우산","강원도 원주시 우산동 우산공단길 9","033-769-1561","37.374096","127.941825"
"536",536,"강원소방본부","원주소방서","단구","강원도 원주시 단구동 강변로 255","033-769-1541","37.330502","127.96147"
"537",537,"강원소방본부","원주소방서","원주_신림","강원도 원주시 신림면 치악로 27","033-769-1551","37.229748","128.079043"
"538",538,"강원소방본부","원주소방서","학성","강원도 원주시 학성동 학성길 122","033-769-1531","37.353694","127.944845"
"539",539,"강원소방본부","원주소방서","태장","강원도 원주시 태장동 태장공단길 4","033-769-1571","37.401508","127.952634"
"540",540,"강원소방본부","원주소방서","문막","강원도 원주시 문막읍 문막시장1길 90","033-769-1581","37.303469","127.814528"
"541",541,"강원소방본부","원주소방서","흥업","강원도 원주시 귀래면 북원로 53-5","033-769-1591","37.166063","127.884163"
"542",542,"강원소방본부","강릉소방서","현장대응과(유산)","강원 강릉시 선수촌로 64-28","033-643-3119","37.757339","128.872913"
"543",543,"강원소방본부","강릉소방서","경포","강원도 강릉시 해안로 502","033-610-8531","37.805018","128.905195"
"544",544,"강원소방본부","강릉소방서","내곡","강원도 강릉시 범일로 660","033-610-8541","37.744782","128.884679"
"545",545,"강원소방본부","강릉소방서","주문진","강원도 강릉시 연곡면 연주로 226","033-610-8551","37.874028","128.831596"
"546",546,"강원소방본부","강릉소방서","포남","강원도 강릉시 하평2길 23","033-610-8561","37.772314","128.912906"
"547",547,"강원소방본부","강릉소방서","강릉_옥계","강원도 강릉시 옥계면 현내시장길 163","033-610-8571","37.602323","129.030129"
"548",548,"강원소방본부","동해소방서","현장대응과(천곡)","강원도 동해시 천곡로 120","033-533-0119","37.524619","129.118536"
"549",549,"강원소방본부","동해소방서","묵호","강원도 동해시 일출로 29","033-530-8531","37.551604","129.110657"
"550",550,"강원소방본부","동해소방서","북삼","강원도 동해시 효자남길 33-10","033-530-8541","37.4893","129.106877"
"551",551,"강원소방본부","동해소방서","북평","강원도 동해시 공단1로 21","033-530-8551","37.471525","129.142925"
"552",552,"강원소방본부","태백소방서","현장대응과(황지)","강원도 태백시 태백로 1120","033-553-1119","37.158538","128.989323"
"553",553,"강원소방본부","태백소방서","태백_장성","강원도 태백시 석공길 16-9","033-550-8531","37.103427","129.008028"
"554",554,"강원소방본부","태백소방서","철암","강원도 태백시 동태백로 552","033-550-8541","37.121028","129.044157"
"555",555,"강원소방본부","태백소방서","화전","강원도 태백시 태백로 814","033-550-8551","37.180608","128.984247"
"556",556,"강원소방본부","속초소방서","현장대응과(노학)","강원도 속초시 미시령로 3226","033-631-0119","38.203638","128.560137"
"557",557,"강원소방본부","속초소방서","영랑","강원도 속초시 동해대로 4219","033-630-2531","38.195824","128.57729"
"558",558,"강원소방본부","속초소방서","설악","강원도 속초시 청봉로5길 37","033-630-2541","38.166072","128.525449"
"559",559,"강원소방본부","삼척소방서","현장대응과(남양)","강원도 삼척시 봉황로 101","033-573-0119","37.446882","129.170793"
"560",560,"강원소방본부","삼척소방서","도계","강원도 삼척시 도계읍 도계강변3길 16","033-570-8531","37.240852","129.04575"
"561",561,"강원소방본부","삼척소방서","근덕","강원도 삼척시 근덕면 교가길 37","033-570-8541","37.380167","129.228087"
"562",562,"강원소방본부","삼척소방서","원덕","강원도 삼척시 원덕읍 삼척로 504","033-570-8551","37.180038","129.330052"
"563",563,"강원소방본부","홍천소방서","현장대응과(홍천)","강원도 홍천군 홍천읍 공작산로 99","033-432-2119","37.69157","127.902378"
"564",564,"강원소방본부","홍천소방서","양덕원","강원도 홍천군 남면 시동로 38","033-439-2541","37.61259","127.770491"
"565",565,"강원소방본부","홍천소방서","서석","강원도 홍천군 서석면 구룡령로 2512","033-439-2531","37.712916","128.184156"
"566",566,"강원소방본부","횡성소방서","방호구조과(횡성)","강원도 횡성군 횡성읍 문예로 157","033-343-0119","37.485378","127.973961"
"567",567,"강원소방본부","횡성소방서","둔내","강원도 횡성군 둔내면 고원남로 42","033-340-9531","37.506546","128.212301"
"568",568,"강원소방본부","횡성소방서","우천","강원도 횡성군 우천면 서동로 199","033-340-9541","37.4476","128.075094"
"569",569,"강원소방본부","영월소방서","방호구조과(영월)","강원도 영월군 영월읍 영월로 1863","033-373-0119","37.185391","128.458432"
"570",570,"강원소방본부","영월소방서","주천","강원도 영월군 송학주천로 1467-15","033-371-7531","37.274808","128.269768"
"571",571,"강원소방본부","영월소방서","영월_중동","강원도 영월군 중동면 응고개길 10-17","033-371-7541","37.14255","128.679806"
"572",572,"강원소방본부","평창소방서","현장대응과(평창)","강원도 평창군 평창읍 살구실길 10","033-333-9118","37.378237","128.389302"
"573",573,"강원소방본부","평창소방서","진부","강원도 평창군 진부면 진부로 37","033-339-8531","37.644742","128.567439"
"574",574,"강원소방본부","평창소방서","봉평","강원도 평창군 봉평면 기풍로 107-6","033-339-8541","37.612419","128.377678"
"575",575,"강원소방본부","평창소방서","대화","강원도 평창군 대화면 평창대로 934","033-339-8506","37.503112","128.454299"
"576",576,"강원소방본부","평창소방서","대관령","강원도 평창군 대관령면 올림픽로 62-20","033-339-8551","37.672549","128.701221"
"577",577,"강원소방본부","정선소방서","방호구조과(정선)","강원도 정선군 녹송로 27","033-563-0119","37.379665","128.671903"
"578",578,"강원소방본부","정선소방서","신동","강원도 정선군 신동읍 의림로 342","033-378-0119","37.220848","128.64718"
"579",579,"강원소방본부","정선소방서","고한","강원도 정선군 고한읍 강원남로 6455","033-591-3119","37.194942","128.869909"
"580",580,"강원소방본부","정선소방서","임계","강원도 정선군 임계면 송계4길 9","033-562-6119","37.495239","128.852772"
"581",581,"강원소방본부","정선소방서","사북","강원도 정선군 사북읍 하이원길 29","033-592-2119","37.224175","128.815629"
"582",582,"강원소방본부","철원소방서","방호구조과(갈말)","강원도 철원군 갈말읍 태봉로 1504","033-452-7119","38.185562","127.32376"
"583",583,"강원소방본부","철원소방서","동송","강원 철원 금학로 251길 17","033-450-2531","38.210783","127.216148"
"584",584,"강원소방본부","철원소방서","김화","강원도 철원군 서면 약수로 76","033-450-2541","38.245719","127.435257"
"585",585,"강원소방본부","철원소방서","갈말","강원도 철원군 갈말읍 명성로 229","033-450-2551","38.15221","127.306966"
"586",586,"강원소방본부","인제소방서","방호구조과(인제)","강원도 인제군 인제읍 비봉로 44번길 71","033-460-9210","38.061353","128.168634"
"587",587,"강원소방본부","인제소방서","원통","강원도 인제군 북면 원통로 276","033-461-3119","38.126199","128.213583"
"588",588,"강원소방본부","인제소방서","기린","강원도 인제군 기린면 내린천로 4100","033-461-5119","37.961636","128.320661"
"589",589,"강원소방본부","고성소방서","방호구조과(간성)","강원도 고성군 간성읍 수성로 37-11","033-681-1119","38.376992","128.473836"
"590",590,"강원소방본부","고성소방서","동광","강원도 고성군 토성면 동해대로 5320","033-631-1119","38.281172","128.549202"
"591",591,"강원소방본부","고성소방서","거진","강원도 고성군 거진읍 수외길 19","033-681-7119","38.441016","128.452633"
"592",592,"강원소방본부","양양소방서","방호구조과(양양)","강원도 양양군 양양읍 남대천로 33","033-671-2119","38.067409","128.622504"
"593",593,"강원소방본부","양양소방서","현남북","강원도 양양군 현북면 동해대로 1115-33","033-672-2119","37.995069","128.740415"
"594",594,"충북소방본부","동부소방서_충북","동부(충북)_중앙","충북 청주시 상당구 영운로 61","043-255-0119","36.620445","127.494487"
"595",595,"충북소방본부","동부소방서_충북","율량","충북 청주시 청원구 율봉로202번길 66-2","043-213-0119","36.665898","127.490458"
"596",596,"충북소방본부","동부소방서_충북","북문","충북 청주시 상당구 상당로 168","043-224-1119","36.643582","127.490224"
"597",597,"충북소방본부","동부소방서_충북","문의","충북 청주시 상당구 문의면 문의시내1길 8","043-298-7119","36.517312","127.496552"
"598",598,"충북소방본부","동부소방서_충북","내수","충북 청주시 청원구 내수읍 청암로80","043-214-0119","36.72471","127.538841"
"599",599,"충북소방본부","동부소방서_충북","오창","충북 청주시 청원구 오창읍 중심상업2로 30","043-216-2119","36.712781","127.432423"
"600",600,"충북소방본부","서부소방서_충북","서부(충북)_중앙","충북 청주시 흥덕구 가경로 143","043-249-9804","36.627439","127.437209"
"601",601,"충북소방본부","서부소방서_충북","복대","충북 청주시 흥덕구 공단로 93","043-249-9822","36.639585","127.43913"
"602",602,"충북소방본부","서부소방서_충북","서부(충북)_남부","충북 청주시 서원구 산미로 70","043-249-9837","36.603961","127.470425"
"603",603,"충북소방본부","서부소방서_충북","서부(충북)_사직","충북 청주시 서원구 사직대로 229","043-249-9852","36.637856","127.472345"
"604",604,"충북소방본부","서부소방서_충북","남이","충북 청주시 서원구 청남로 866","043-249-9867","36.530721","127.428778"
"605",605,"충북소방본부","서부소방서_충북","오송","층북 청주시 흥덕구 오송생명3로 71-5","043-249-9882","37.572852","126.978909"
"606",606,"충북소방본부","충주소방서","충주_중앙","충북 충주시 목행산단7로 9","043-841-3331","37.003267","127.92027"
"607",607,"충북소방본부","충주소방서","충주_남부","충북 충주시 호암대로 13","043-841-3340","36.959244","127.927947"
"608",608,"충북소방본부","충주소방서","수안보","충북 충주시 수안보면 관동길 9-7","043-841-3350","36.847088","127.994099"
"609",609,"충북소방본부","충주소방서","주덕","충북 충주시 주덕읍 신양로 35","043-841-3360","36.971123","127.791017"
"610",610,"충북소방본부","충주소방서","앙성","충북 충주시 앙성면 가곡로 1019","043-841-3370","37.108692","127.752255"
"611",611,"충북소방본부","충주소방서","연수","충북 충주시 동수10길 1","전화공사중","36.982752","127.935285"
"612",612,"충북소방본부","제천소방서","제천_중앙","충북 제천시 신죽하로 164","043-641-7119","37.160951","128.212539"
"613",613,"충북소방본부","제천소방서","화산","충북 제천시 강명길 17","043-641-7310","37.118665","128.204087"
"614",614,"충북소방본부","제천소방서","제천_봉양","충북 제천시 봉양읍 북부로1433","043-641-7340","37.131567","128.12863"
"615",615,"충북소방본부","보은소방서","보은_중앙","충북 보은군 보은읍 남부로 4415","043-773-0215","36.476973","127.722057"
"616",616,"충북소방본부","보은소방서","속리산","충북 보은군 속리산면 법주사로 278","043-773-0231","36.532079","127.823813"
"617",617,"충북소방본부","보은소방서","구병산","충북 보은군 마로면 관기송현로 78","043-773-0251","36.435593","127.817471"
"618",618,"충북소방본부","옥천소방서","옥천_중앙","충북 옥천군 옥천읍 중앙로 132","043-730-1901","36.307978","127.574194"
"619",619,"충북소방본부","옥천소방서","청산","충북 옥천군 청산면 남부로 2306","043-730-1921","36.34505","127.781323"
"620",620,"충북소방본부","영동소방서","영동_중앙","충북 영동군 영동읍 영동황간로 174","043-740-7111","36.165638","127.789064"
"621",621,"충북소방본부","영동소방서","황간","충북 영동군 황간면 황간로 132","043-742-4119","36.235296","127.90399"
"622",622,"충북소방본부","증평소방서","증평_중앙","증평군 증평읍 충청대로 1789","043-836-4119","36.78817","127.584018"
"623",623,"충북소방본부","진천소방서","진천_중앙","충북 진천군 진천읍 진광로 93","043-539-3875","36.872667","127.441142"
"624",624,"충북소방본부","진천소방서","광혜원","충북 진천군 광혜원면 화랑길 99","043-539-8221","36.991816","127.43667"
"625",625,"충북소방본부","진천소방서","진천_덕산","충북 진천군 덕산면 초금로 606-1","043-539-8241","36.899284","127.510663"
"626",626,"충북소방본부","괴산소방서","괴산_중앙","충북 괴산군 괴강로 69","043-760-0216","36.807584","127.801431"
"627",627,"충북소방본부","괴산소방서","청천","충북 괴산군 청청면 선평길 78-9","043-760-0235","36.658103","127.734208"
"628",628,"충북소방본부","음성소방서","음성_중앙","충북 음성군 금왕읍 응천서길 11","043-877-0119","36.989687","127.59524"
"629",629,"충북소방본부","음성소방서","음성","충북 음성군 음성읍 음성로 122","043-872-2119","36.930537","127.678562"
"630",630,"충북소방본부","음성소방서","대소","충북 음성군 대소면 오산로 74","043-881-7119","36.969572","127.486003"
"631",631,"충북소방본부","음성소방서","감곡","충북 음성군 감곡면 음성로 2652","043-881-3119","37.112006","127.644033"
"632",632,"충북소방본부","단양소방서","단양_중앙","충북 단양군 단양읍 중앙1로 29","043-421-0119","36.986185","128.3678"
"633",633,"충북소방본부","단양소방서","매포","충북 단양군 매포읍 평동4로 79","043-422-0119","37.031115","128.29483"
"634",634,"충남소방본부","천안동남소방서","구성","충남 천안시 동남구 천안대로 580","041-570-0332","36.800187","127.165317"
"635",635,"충남소방본부","천안동남소방서","청당","충남 천안시 동남구 광덕면 신흥리1길 148","041-570-0402","36.700621","127.110859"
"636",636,"충남소방본부","천안동남소방서","독립","충남 천안시 동남구 목천읍 삼방로 95","041-570-0362","36.783543","127.222466"
"637",637,"충남소방본부","천안동남소방서","병천","충남 천안시 동남구 병천면 아우내순대길 78","041-570-0382","36.764246","127.300895"
"638",638,"충남소방본부","천안동남소방서","풍세","2018년 개서 예정","미설치","37.572852","126.978909"
"639",639,"충남소방본부","천안서북소방서","차암","충남 천안시 서북구 직산읍 4산단 2길 32","041-360-0331","36.862594","127.116073"
"640",640,"충남소방본부","천안서북소방서","성거","충남 천안시 서북구 성거읍 천흥8길 11","041-360-0361","36.88331","127.20788"
"641",641,"충남소방본부","천안서북소방서","서부","충남 천안시 서북구 양지18길 22","041-360-0381","36.812262","127.138791"
"642",642,"충남소방본부","천안서북소방서","두정","충남 천안시 서북구 성정동 1공단 2길 16","041-360-0401","36.827664","127.146596"
"643",643,"충남소방본부","천안서북소방서","성환","충남 천안시 서북구 성환읍 성환1로 395","041-360-0421","36.927662","127.131171"
"644",644,"충남소방본부","천안서북소방서","쌍용","충남 천안시 서북구 월봉로 78","041-360-0441","36.797596","127.118316"
"645",645,"충남소방본부","천안서북소방서","입장","충남 천안시 서북구 망향로 1107","041-360-0461","36.909036","127.227266"
"646",646,"충남소방본부","천안서북소방서","직산","2018년 개서 예정","미설치","37.572852","126.978909"
"647",647,"충남소방본부","천안서북소방서","불당","2018년 개서 예정","미설치","37.572852","126.978909"
"648",648,"충남소방본부","공주소방서","공주_교동","충남 공주시 무령로 55","041-851-0212","36.459449","127.10835"
"649",649,"충남소방본부","공주소방서","유구","충남 공주시 유구읍 유구외곽로 368","041-851-0362","36.539948","126.945955"
"650",650,"충남소방본부","공주소방서","신관","충남 공주시 의당로 31","041-851-0382","36.474885","127.129818"
"651",651,"충남소방본부","공주소방서","동학사","충남 공주시 반포면 동학사1로 110","041-851-0402","36.363742","127.254005"
